case,workload,repetition,query,M,L,delta_positive,amplification,pre_recall,post_recall,answer_churn,durable_overlap,lost_ids_subset_weak,durable_fingerprint_equal
exchange-random,random,4,6,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,4,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,4,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,4,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-random,random,4,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,4,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,4,11,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,4,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,4,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,4,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,4,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,4,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,4,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,4,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
fixed-count,random,4,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,4,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,4,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,4,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,4,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,4,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,4,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,4,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,4,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,5,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,5,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,5,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,5,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,5,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,5,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
strict-random,random,5,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,5,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,5,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,5,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,5,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,5,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,5,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,5,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,0,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,5,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,5,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,5,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,5,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,10,0,0,0,0,1,1,0,1,1,1
exchange-random,random,5,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,5,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,5,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,5,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,6,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,6,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,6,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,6,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,6,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
strict-random,random,6,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,6,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,6,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,6,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,6,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,6,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,6,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,6,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,6,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,6,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,6,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,6,1,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-random,random,6,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,6,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,6,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
stable-group,random,6,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,6,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,7,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,7,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,7,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,7,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,7,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
fixed-count,random,7,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,7,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,7,11,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,7,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,7,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,7,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,7,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,7,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,7,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,7,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,7,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,0,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,7,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,7,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,7,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,7,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,7,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,7,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,7,11,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,8,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,8,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,6,0,0,0,0,1,1,0,1,1,1
