case,workload,repetition,hnsw_seed,tail_seed,requested_ack,writers,writes,queries,k_min,epsilon,comparison_epsilon,configured_cap,group_delay_us,index,actual_ack,latency_us,lsn,visible_lsn,durable_lsn,durable_records,weak_records,receipt_cap,risk
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,60,stable,11770.290999999999,1048637,1048640,1048640,224,0,0,0.10000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,61,stable,11753.208000000001,1048638,1048640,1048640,224,0,0,0.20000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,62,stable,11738,1048639,1048640,1048640,224,0,0,0.29999999999999999
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,63,stable,11716.958000000001,1048640,1048640,1048640,224,0,0,0.40000000000000002
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0,weak,1080.625,1048577,1048577,160,160,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,1,weak,7956.9170000000004,1048579,1048579,1048578,162,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,2,weak,1700.5830000000001,1048578,1048578,160,160,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,3,weak,9145.7080000000005,1048580,1048580,1048578,162,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,4,weak,14725.166999999999,1048581,1048581,1048580,164,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,5,weak,15397.290999999999,1048582,1048582,1048580,164,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,6,weak,15902.791999999999,1048583,1048583,1048582,166,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,7,weak,15937,1048584,1048584,1048582,166,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,8,weak,15784.125,1048585,1048585,1048584,168,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,9,weak,15939.416999999999,1048586,1048586,1048584,168,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,10,weak,15902,1048587,1048587,1048586,170,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,11,weak,15960.375,1048588,1048588,1048586,170,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,12,weak,15902.540999999999,1048589,1048589,1048588,172,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,13,weak,18007.958999999999,1048590,1048590,1048588,172,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,14,weak,16840.292000000001,1048591,1048591,1048590,174,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,15,weak,16798.625,1048592,1048592,1048590,174,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,16,weak,15778.958000000001,1048593,1048593,1048592,176,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,17,weak,13490.125,1048594,1048594,1048592,176,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,18,weak,14883.875,1048595,1048595,1048594,178,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,19,weak,14812.416999999999,1048596,1048596,1048594,178,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,20,weak,15879.333000000001,1048597,1048597,1048596,180,1,2,0.10000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,21,weak,16404.375,1048598,1048598,1048596,180,2,2,0.20000000000000001
strict-random-k10-e200000-g750-w4,random,0,100,9001,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,22,weak,17839.666000000001,1048599,1048599,1048598,182,1,2,0.10000000000000001
